web-scraper-order,web-scraper-start-url,moutons,moutons-href,nom,prix,adresse,image_lien-src
"1740286319-836","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3264122","Mouton Ladoum","800 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1740286322-837","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3265343","Moutons","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286324-838","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3273519","Mouton Ladoum","700 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1740286327-839","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3277039","Mouton Ladoum","800 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1740286329-840","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3277445","Mouton","850 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1740286331-841","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3279053","Mouton Ladoum","500 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740286334-842","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3290373","Mouton ladoum","350 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286336-843","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3294990","Mouton","450 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3294990_uploaded_image1_1629756753.jpg"
"1740286338-844","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3301458","Mouton","350 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739472_uploaded_image1_1715522415.jpg"
"1740286341-845","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3305034","Mouton Ladoum","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1740286343-846","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-metisse-3305705","Mouton","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3760758_uploaded_image1_1656345797.jpg"
"1740286345-847","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3307175","Moutons","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286348-848","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3316286","Mouton femelle Ladoum","750 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3571469_uploaded_image1_1645100060.jpg"
"1740286350-849","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3332059","Mouton femelle Ladoum","350 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3332059_uploaded_image1_1631529827.jpg"
"1740286352-850","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3340347","Mouton Ladoum","350 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1740286355-851","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3360589","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286357-852","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/ladoum-3360594","Mouton ladoum","225 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1740286359-853","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3378597","Mouton Ladoum","550 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1740286362-854","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3384593","Mouton  ladoum","900 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286364-855","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3392497","Mouton ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4143070_uploaded_image1_1679409169.jpg"
"1740286367-856","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-male-ladoum-3409172","Mouton Ladoum","1 200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3940256_uploaded_image1_1667000061.jpg"
"1740286369-857","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3414402","Mouton ladoum","700 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1740286371-858","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417843","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1740286374-859","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417856","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1740286376-860","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3421875","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1740286378-861","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/couple-mouton-ladoum-3422330","Couple mouton Ladoum","1 300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3422330_uploaded_image1_1636107210.jpg"
"1740286381-862","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3424687","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1740286383-863","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3429263","Mouton ladoum","250 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1740286385-864","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3429271","Moutons","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4286897_uploaded_image1_1688846757.jpg"
"1740286388-865","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-3434097","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1740286390-866","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3442590","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1740286392-867","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/couple-ladoum-3445236","Couple Ladoum","1 700 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3445236_uploaded_image1_1637317352.jpg"
"1740286395-868","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3446605","Moutons","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286397-869","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3448101","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3451581_uploaded_image1_1637700430.jpg"
"1740286399-870","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3448105","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740286402-871","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3448107","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740286404-872","https://sn.coinafrique.com/categorie/moutons?page=6","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3451581","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1740286409-873","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3454225","Moutons","350 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286411-874","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/agneau-3454236","Agneau","100 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3454236_uploaded_image1_1637855237.jpg"
"1740286414-875","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-3454257","Mouton  ladoum","250 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286416-876","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3456563","Mouton  ladoum","50 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286418-877","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3456566","Mouton  ladoum","300 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286421-878","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3480516","Mouton","100 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1740286423-879","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-3486760","Mouton Azawate","350 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3486760_uploaded_image1_1639660650.jpg"
"1740286425-880","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3496815","Moutons","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286428-881","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-pur-sang-3503706","Mouton Azawate pur sang","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3503706_uploaded_image1_1640971116.jpg"
"1740286430-882","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3515632","Mouton Ladoum","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1740286432-883","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/moutons-3525532","Mouton","400 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1740286435-884","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3526953","Mouton  ladoum","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189766_uploaded_image1_1739803044.jpg"
"1740286437-885","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3527221","Moutons","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1740286440-886","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3537709","Mouton Ladoum","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1740286442-887","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-ladoum-3543117","Mouton Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543117_uploaded_image1_1643390803.jpg"
"1740286444-888","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-3543142","Landoum pur","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1740286447-889","https://sn.coinafrique.com/categorie/moutons?page=5","favorite_border3années","https://sn.coinafrique.com/annonce/moutons/femmelle-metisse-ladoum-3543145","Femmelle métisse Ladoum","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543145_uploaded_image1_1643391739.jpg"
